"EDITAR";"C_ORDEN";"C_CONTRATO";"C_CLIENTE";"C_EJECUTIVO";"PRODUCTO";"MOTIVO";"DURACION";"INICIO_VIGENCIA";"FIN_VIGENCIA";"C_MONEDA";"INVERSION";"OBSERVACIONES";"F_CREACION";"C_USUARIO";"C_MEDIO";"IGV";"REVISION";"ACTIVA";"TIPO";
"
";"AUROCO00186";"T049";"C075";"EJ7";"LOTTOFACIL";"LOTTOFACIL";"15";"01/09/10";"30/09/10";"";"";"MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00187";"T049";"C075";"EJ7";"LOTTOFACIL";"LOTTOFACIL";"15";"01/09/10";"30/09/10";"";"";"MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00188";"T049";"C075";"EJ7";"LOTTOFACIL";"LOTTOFACIL";"15";"01/09/10";"30/09/10";"";"";"ESTA ORDEN ANULA LA ORDEN DE TRANSMISION AUROCO00188
MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M00";"SI";"1";"";"NORMAL"
"
";"AUROCO00189";"T049";"C075";"EJ7";"LOTTOFACIL";"LOTTOFACIL";"15";"01/09/10";"30/09/10";"";"";"MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M02";"SI";"0";"";"NORMAL"
"
";"AUROCO00190";"T049";"C075";"EJ7";"LOTTOFACIL";"LOTTOFACIL";"15";"01/09/10";"30/09/10";"";"";"LOS MONTOS CORRESPONDEN A TARIFA BRUTA 
MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M01";"SI";"0";"";"NORMAL"
"
";"AUROCO00191";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/08/10";"31/08/10";"";"";"MATERIAL NUEVO POR ENVIAR AL CANAL";"26/08/10";"AUROCO";"M00";"SI";"0";"";"NORMAL"
"
";"AUROCO00192";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/09/10";"30/09/10";"";"";"";"26/08/10";"AUROCO";"M00";"SI";"0";"";"NORMAL"
"
";"AUROCO00193";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/08/10";"31/08/10";"";"";"MATERIAL NUEVO POR INGRESAR AL CANAL";"26/08/10";"AUROCO";"M01";"SI";"0";"";"NORMAL"
"
";"AUROCO00194";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"26/08/10";"26/08/10";"";"";"";"26/08/10";"AUROCO";"M01";"SI";"0";"NO";"NORMAL"
"
";"AUROCO00195";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/09/10";"30/09/10";"";"";"";"26/08/10";"AUROCO";"M01";"SI";"0";"";"NORMAL"
"
";"AUROCO00196";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/08/10";"31/08/10";"";"";"MATERIAL NUEVO POR INGRESAR AL CANAL";"26/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00197";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/09/10";"30/09/10";"";"";"";"26/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00198";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/08/10";"31/08/10";"";"";"MATERIAL NUEVO POR ENVIAR AL CANAL";"26/08/10";"AUROCO";"M02";"SI";"0";"";"NORMAL"
"
";"AUROCO00199";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/09/10";"30/09/10";"";"";"ESTA ORDEN ANULA LA ORDEN AUROCO00198 - AUROCO00199
MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M02";"SI";"1";"";"NORMAL"
"
";"AUROCO00200";"T050";"C032";"EJ21";"INSTITUTO PERUANO ALEMAN";"CARRERAS DE SALUD";"20";"01/09/10";"30/09/10";"";"";"ESTA ORDEN ANULA LA ORDEN AUROCO00200
MATERIAL EN PODER DEL CANAL";"26/08/10";"AUROCO";"M02";"SI";"1";"";"NORMAL"
"
";"AUROCO00201";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"MORENA";"20";"01/09/10";"30/09/10";"";"";"";"27/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00202";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"CHARAPA";"20";"01/09/10";"30/09/10";"";"";"";"27/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00203";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"MORENA";"20";"01/09/10";"30/09/10";"";"";"";"27/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00204";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"CHARAPA";"20";"01/09/10";"30/09/10";"";"";"CON CARGO AL CONTRATO CANJE";"27/08/10";"AUROCO";"M04";"SI";"0";"";"NORMAL"
"
";"AUROCO00205";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"CHARAPA";"20";"01/09/10";"17/09/10";"";"";"MATERIAL EN PODER DEL CANAL.";"27/08/10";"AUROCO";"M00";"SI";"0";"";"NORMAL"
"
";"AUROCO00206";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"CHINO";"20";"01/09/10";"30/09/10";"";"";"ESTA ORDEN ANULA LA ORDEN DE TRANSMISION AUROCO00206
CON CARGO AL CONTRATO CANJE 
";"27/08/10";"AUROCO";"M04";"SI";"1";"";"NORMAL"
"
";"AUROCO00207";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"MORENA";"20";"01/09/10";"17/09/10";"";"";"MATERIAL EN PODER DEL CANAL";"27/08/10";"AUROCO";"M00";"SI";"0";"";"NORMAL"
"
";"AUROCO00208";"T044";"C071";"EJ7";"WIRELESS IDEA CORPORATION";"CHINO";"20";"01/09/10";"17/09/10";"";"";"MATERIAL EN PODER DEL CANAL";"27/08/10";"AUROCO";"M00";"SI";"0";"";"NORMAL"
